route,score,tier,rubric_version,estimated,A1,A2,A3,A4,A5,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3
US50,43.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,8.3,7.9,10.0,0.0,9.1,4.2,0.7,0.0,0.0,3.2,0.0
US501,16.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.7,2.7,3.6,0.0,4.5,0.3,3.6,0.0,0.0,0.0,0.0
US51,39.2,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.4,5.7,10.0,0.0,5.9,2.8,3.4,0.0,10.0,1.0,0.0
US52,42.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.6,10.0,10.0,0.0,7.3,4.5,3.2,0.0,0.0,2.0,0.0
US522,15.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,6.1,5.4,0.0,1.0,0.8,2.3,0.0,0.0,0.0,0.0
US53,18.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.2,2.2,0.0,0.0,0.0,6.0,4.2,0.0,0.0,0.0,0.0
US54,30.3,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.6,2.7,8.0,0.0,1.4,6.4,5.1,0.0,0.0,0.0,0.0
US56,8.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.8,1.8,0.0,0.0,2.3,0.2,2.7,0.0,0.0,1.0,0.0
US58,41.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.8,5.6,10.0,0.0,5.1,4.5,4.5,0.0,10.0,0.0,0.0
US59,43.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.3,7.6,10.0,0.0,6.1,1.8,3.0,0.0,10.0,1.0,0.0
US6,54.0,T2,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.6,7.6,7.7,5.0,10.0,4.0,1.0,6.0,0.0,6.0,0.0
US60,44.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.7,5.9,10.0,0.0,3.7,5.4,4.1,0.0,10.0,5.0,0.0
US601,20.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.1,10.0,1.6,0.0,3.2,0.0,3.7,0.0,0.0,1.0,0.0
US61,41.8,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,6.1,10.0,0.0,5.9,4.2,2.6,0.0,10.0,3.0,0.0
US62,43.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.9,10.0,6.5,0.0,5.5,4.6,4.3,0.0,0.0,5.0,0.0
US63,35.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.5,4.5,10.0,0.0,2.1,6.0,5.3,0.0,0.0,1.0,0.0
US64,37.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.8,6.1,10.0,0.0,5.1,5.4,5.6,0.0,0.0,1.0,0.0
US65,32.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.9,10.0,4.3,0.0,0.9,0.6,5.9,0.0,0.0,4.0,0.0
US66,27.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.0,4.5,0.0,0.0,0.0,10.0,6.5,0.0,0.0,0.0,0.0
US67,37.7,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.4,8.4,6.5,0.0,6.0,4.0,2.4,0.0,0.0,4.0,0.0
US68,17.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.9,2.7,6.8,0.0,3.6,0.0,3.2,0.0,0.0,0.0,0.0
US69,48.4,T3,v1.4,true,0.0,0.0,0.0,4.0,0.0,3.9,7.1,10.0,0.0,5.0,4.2,2.4,5.0,5.8,1.0,0.0
US7,25.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.0,1.8,7.5,0.0,8.7,0.0,0.7,0.0,0.0,4.0,0.0
US70,53.8,T2,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.6,10.0,10.0,0.0,6.3,4.3,4.5,0.0,10.0,5.0,0.0
US71,35.2,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.1,6.9,5.0,0.0,5.1,4.8,4.4,0.0,0.0,5.0,0.0
US72,16.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.9,0.0,1.1,1.1,4.8,0.0,0.0,4.0,0.0
US74,29.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.9,10.0,2.4,0.0,5.1,4.8,5.7,0.0,0.0,1.0,0.0
US75,45.1,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.7,6.5,10.0,0.0,8.1,2.2,2.6,0.0,10.0,1.0,0.0
US76,27.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.5,5.6,4.1,0.0,2.3,4.7,5.6,0.0,0.0,0.0,0.0
US77,38.4,T3,v1.4,true,0.0,0.0,0.0,5.0,0.0,0.5,5.9,10.0,0.0,6.6,0.2,3.1,6.0,0.0,1.0,0.0
US78,37.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.4,6.6,10.0,0.0,6.4,4.2,3.3,0.0,0.0,2.0,0.0
US79,24.2,T4,v1.4,true,0.8,0.0,0.0,0.0,0.0,1.0,3.8,10.0,0.0,1.2,1.0,5.3,0.0,0.0,1.0,0.0
US8,6.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,3.6,0.0,0.3,0.0,0.0,1.0,0.0
US80,51.4,T2,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.4,5.4,10.0,0.0,6.1,4.4,3.2,0.0,10.0,5.0,0.0
US81,32.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.5,10.0,4.1,0.0,7.0,1.3,2.6,0.0,0.0,2.0,0.0
US82,26.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.4,1.8,4.2,0.0,1.1,7.4,6.9,0.0,0.0,0.0,0.0
US83,51.0,T2,v1.4,true,0.0,0.0,0.0,7.5,0.0,2.8,6.9,8.0,5.5,1.7,2.8,7.3,8.5,0.0,0.0,0.0
US84,28.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.0,7.1,5.2,0.0,1.4,6.3,6.3,0.0,0.0,0.0,0.0
US85,40.8,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,9.3,10.0,8.0,0.0,5.4,2.0,2.3,0.0,0.0,4.0,0.0
US87,28.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.3,0.0,5.9,4.1,2.2,0.0,0.0,4.6,0.0
US89,17.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.8,6.9,0.9,0.0,0.0,2.3,4.7,0.0,0.0,1.0,0.0
US9,35.8,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,5.9,10.0,0.0,8.6,0.0,0.3,0.0,10.0,1.0,0.0
US90,53.8,T2,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.8,6.6,10.0,0.0,7.0,4.0,3.4,0.0,10.0,7.0,0.0
US90Z,29.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,2.7,10.0,0.0,1.2,0.0,5.1,0.0,10.0,1.0,0.0
US91,17.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.2,3.6,0.0,0.0,0.1,2.4,4.4,0.0,0.0,0.0,0.0
US93,18.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.9,0.8,1.3,0.0,2.3,1.7,4.1,0.0,0.0,0.6,0.0
US95,29.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,8.5,5.1,3.4,0.0,0.0,7.7,4.3,0.0,0.0,0.0,0.0
US96,28.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.0,0.2,10.0,0.0,0.6,0.8,4.9,0.0,5.8,0.0,0.0
US97,17.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.2,5.1,5.6,0.0,0.0,0.7,4.7,0.0,0.0,0.0,0.0
US98,37.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.6,7.1,10.0,0.0,1.3,3.5,6.0,0.0,0.0,4.0,0.0
